,path,field_change_date_2,field_letter_issue_datetime,field_company_name_warning_lette,field_issuing_office,field_issuing_office_loc_name,field_recipient_office_name,field_building,field_letter_type_1,issuing-recipient-office,field_recipient_state,field_recipient_address_administrative_area,term_node_tid,field_detailed_description_2,field_topics,topics-product,field_letter_issue_datetime_1,field_letter_type,field_associated_for_response_le,field_associated_for_closeout_le,checkresponse,changed,abs_url,company_name
2456,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dr-thomas-polucki-upper-cervical-chiropractic-inc-613803-07282021,08/04/2021,07/28/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dr-thomas-polucki-upper-cervical-chiropractic-inc-613803-07282021"">Dr. Thomas Polucki Upper Cervical Chiropractic, Inc.</a>",,,,Center for Food Safety and Applied Nutrition,Warning Letter,Center for Food Safety and Applied Nutrition,,California,Food &amp; Beverages,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,Food &amp; Beverages,2021,Warning Letter,,,,"Tue, 08/10/2021 - 08:35",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dr-thomas-polucki-upper-cervical-chiropractic-inc-613803-07282021,"Dr. Thomas Polucki Upper Cervical Chiropractic, Inc."
2457,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/blue-willow-biologics-613948-08032021,08/04/2021,08/03/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/blue-willow-biologics-613948-08032021"">Blue Willow Biologics</a>",,,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,Michigan,Drugs,Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19),,Drugs,2021,Warning Letter,,,,"Wed, 08/04/2021 - 10:01",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/blue-willow-biologics-613948-08032021,Blue Willow Biologics
2458,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/staccato-ventures-llc-dba-carolina-vape-kings-616381-08052021,08/05/2021,08/05/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/staccato-ventures-llc-dba-carolina-vape-kings-616381-08052021"">Staccato Ventures LLC d/b/a Carolina Vape Kings</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,North Carolina,Tobacco,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
",,Tobacco,2021,Warning Letter,,,,"Thu, 08/05/2021 - 16:06",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/staccato-ventures-llc-dba-carolina-vape-kings-616381-08052021,Staccato Ventures LLC d/b/a Carolina Vape Kings
2459,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/staccato-ventures-llc-dba-carolina-vape-kings-616374-08052021,08/05/2021,08/05/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/staccato-ventures-llc-dba-carolina-vape-kings-616374-08052021"">Staccato Ventures LLC d/b/a Carolina Vape Kings</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,North Carolina,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Fri, 08/20/2021 - 12:40",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/staccato-ventures-llc-dba-carolina-vape-kings-616374-08052021,Staccato Ventures LLC d/b/a Carolina Vape Kings
2460,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/captains-cloth-llc-613965-07022021,08/10/2021,07/02/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/captains-cloth-llc-613965-07022021"">Captain&#039;s Cloth LLC</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,California,Medical Devices,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA),,Medical Devices,2021,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/captains-cloth-613965-09272021""><time datetime=""2021-10-07T04:00:00Z"">10/07/2021</time>
</a> 
",Closeout Letters,"Thu, 10/07/2021 - 12:51",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/captains-cloth-llc-613965-07022021,Captain's Cloth LLC
2461,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/3rd-day-nutraceuticals-llc-614321-07082021,08/10/2021,07/08/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/3rd-day-nutraceuticals-llc-614321-07082021"">3RD Day Nutraceuticals, LLC</a>",,,,Office of Human and Animal Food Operations East – Division 1,Warning Letter,Office of Human and Animal Food Operations East – Division 1,,Connecticut,Food &amp; Beverages,New Drug/Misbranded,,Food &amp; Beverages,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/3rd-day-nutraceuticals-llc-614321-07082021,"3RD Day Nutraceuticals, LLC"
2462,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/biopolygen-corp-613137-07092021,08/10/2021,07/09/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/biopolygen-corp-613137-07092021"">Biopolygen Corp.</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,California,Medical Devices,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,Medical Devices,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/biopolygen-corp-613137-07092021,Biopolygen Corp.
2463,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ush-diagnostics-inccovidinstanttestnet-612084-07092021,08/10/2021,07/09/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ush-diagnostics-inccovidinstanttestnet-612084-07092021"">USH Diagnostics, Inc./covidinstanttest.net</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,Missouri,Medical Devices,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,Medical Devices,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ush-diagnostics-inccovidinstanttestnet-612084-07092021,"USH Diagnostics, Inc./covidinstanttest.net"
2464,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/acme-smoked-fish-corp-613859-07122021,08/10/2021,07/12/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/acme-smoked-fish-corp-613859-07122021"">Acme Smoked Fish Corp.</a>",,,,Office of Human and Animal Food Operations - East Division 1,Warning Letter,Office of Human and Animal Food Operations - East Division 1,,New York,Food &amp; Beverages,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,Food &amp; Beverages,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/acme-smoked-fish-corp-613859-07122021,Acme Smoked Fish Corp.
2465,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sayar-food-market-inc-614317-07132021,08/10/2021,07/13/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sayar-food-market-inc-614317-07132021"">Sayar Food Market, Inc.</a>",,,,Division of Northeast Imports,Warning Letter,Division of Northeast Imports,,Massachusetts,Food &amp; Beverages,Foreign Supplier Verification Program (FSVP),,Food &amp; Beverages,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sayar-food-market-inc-614317-07132021,"Sayar Food Market, Inc."
2466,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chill6-611422-07202021,08/10/2021,07/20/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chill6-611422-07202021"">Chill6 </a>",,,,Office of Human and Animal Food Operations East – Division 1,Warning Letter,Office of Human and Animal Food Operations East – Division 1,,Massachusetts,Drugs,"Unapproved New Drugs/Misbranded <br />
",,Drugs,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/chill6-611422-07202021,Chill6 
2467,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vivera-pharmaceuticals-inc-614412-07262021,08/10/2021,07/26/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vivera-pharmaceuticals-inc-614412-07262021"">Vivera Pharmaceuticals, Inc.</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,California,Medical Devices,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,Medical Devices,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vivera-pharmaceuticals-inc-614412-07262021,"Vivera Pharmaceuticals, Inc."
2468,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vivera-pharmaceuticals-inc-614382-07262021,08/10/2021,07/26/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vivera-pharmaceuticals-inc-614382-07262021"">Vivera Pharmaceuticals, Inc.</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,California,Medical Devices,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,Medical Devices,2021,Warning Letter,,,,"Mon, 08/16/2021 - 11:06",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vivera-pharmaceuticals-inc-614382-07262021,"Vivera Pharmaceuticals, Inc."
2469,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sanit-technologies-llc-dba-durisan-614278-07272021,08/10/2021,07/27/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sanit-technologies-llc-dba-durisan-614278-07272021"">Sanit Technologies, LLC dba Durisan</a>",,,,"Office of Pharmaceutical Quality Operations, Division II",Warning Letter,"Office of Pharmaceutical Quality Operations, Division II",,Florida,Drugs,CGMP/Finished Pharmaceuticals/Adulterated,,Drugs,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sanit-technologies-llc-dba-durisan-614278-07272021,"Sanit Technologies, LLC dba Durisan"
2470,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lepu-medical-technology-beijing-co-ltd-614908-07292021,08/10/2021,07/29/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lepu-medical-technology-beijing-co-ltd-614908-07292021"">Lepu Medical Technology -Beijing- Co., Ltd.</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,Beijing Shi,Medical Devices,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,Medical Devices,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lepu-medical-technology-beijing-co-ltd-614908-07292021,"Lepu Medical Technology -Beijing- Co., Ltd."
2471,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bbc-group-limited-614659-08042021,08/10/2021,08/04/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bbc-group-limited-614659-08042021"">BBC Group Limited</a>",,,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,,Drugs,"CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded<br />
<br />
",,Drugs,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bbc-group-limited-614659-08042021,BBC Group Limited
2472,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ballistic-vape-616648-08062021,08/10/2021,08/06/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ballistic-vape-616648-08062021"">Ballistic Vape</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,California,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:25",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ballistic-vape-616648-08062021,Ballistic Vape
2473,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nuvo-silver-inc-616621-08062021,08/10/2021,08/06/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nuvo-silver-inc-616621-08062021"">Nuvo Silver Inc.</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,New York,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Tue, 08/10/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nuvo-silver-inc-616621-08062021,Nuvo Silver Inc.
2474,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vaperz-cedar-park-616659-08102021,08/10/2021,08/10/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vaperz-cedar-park-616659-08102021"">Vaperz Cedar Park </a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Texas,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Tue, 08/10/2021 - 13:00",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vaperz-cedar-park-616659-08102021,Vaperz Cedar Park 
2475,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/secret-islands-616344-08102021,08/11/2021,08/10/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/secret-islands-616344-08102021"">Secret of the Islands</a>",,,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,South Carolina,Drugs,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,Drugs,2021,Warning Letter,,,,"Wed, 08/11/2021 - 10:02",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/secret-islands-616344-08102021,Secret of the Islands
2476,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/d-c-beckley-inc-dba-kickin-ash-vapors-616329-08122021,08/12/2021,08/12/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/d-c-beckley-inc-dba-kickin-ash-vapors-616329-08122021"">D &amp; C Beckley, Inc d/b/a Kickin’ Ash Vapors</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Kentucky,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Thu, 08/12/2021 - 15:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/d-c-beckley-inc-dba-kickin-ash-vapors-616329-08122021,"D & C Beckley, Inc d/b/a Kickin’ Ash Vapors"
2477,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dc-beckley-inc-dba-kickin-ash-vapors-616545-08122021,08/12/2021,08/12/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dc-beckley-inc-dba-kickin-ash-vapors-616545-08122021"">D&amp;C Beckley, Inc d/b/a Kickin’ Ash Vapors</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Kentucky,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Thu, 08/12/2021 - 15:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dc-beckley-inc-dba-kickin-ash-vapors-616545-08122021,"D&C Beckley, Inc d/b/a Kickin’ Ash Vapors"
2478,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-king-inc-616753-08162021,08/16/2021,08/16/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-king-inc-616753-08162021"">Vape King Inc.</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Florida,Tobacco,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
",,Tobacco,2021,Warning Letter,,,,"Mon, 08/16/2021 - 15:01",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-king-inc-616753-08162021,Vape King Inc.
2479,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-king-inc-616755-08162021,08/16/2021,08/16/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-king-inc-616755-08162021"">Vape King Inc.</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Florida,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Mon, 08/16/2021 - 15:01",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-king-inc-616755-08162021,Vape King Inc.
2480,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tianjin-bolang-science-technology-development-co-ltd-614851-06172021,08/17/2021,06/17/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tianjin-bolang-science-technology-development-co-ltd-614851-06172021"">Tianjin Bolang Science-Technology Development Co., Ltd.</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,Tianjin Shi,Medical Devices,CGMP/QSR/Medical Devices/Adulterated,,Medical Devices,2021,Warning Letter,,,,"Tue, 08/17/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tianjin-bolang-science-technology-development-co-ltd-614851-06172021,"Tianjin Bolang Science-Technology Development Co., Ltd."
2481,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/transu-investment-group-llc-614357-07162021,08/17/2021,07/16/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/transu-investment-group-llc-614357-07162021"">Transu Investment Group, LLC</a>",,,,Division of Southwest Imports,Warning Letter,Division of Southwest Imports,,Texas,Food &amp; Beverages,Foreign Supplier Verification Program (FSVP),,Food &amp; Beverages,2021,Warning Letter,,,,"Tue, 08/17/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/transu-investment-group-llc-614357-07162021,"Transu Investment Group, LLC"
2482,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/yemenusa-inc-615141-07222021,08/17/2021,07/22/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/yemenusa-inc-615141-07222021"">YemenUSA Inc.</a>",,,,Division of Northern Border Imports,Warning Letter,Division of Northern Border Imports,,Michigan,Food &amp; Beverages,Foreign Supplier Verification Program (FSVP),,Food &amp; Beverages,2021,Warning Letter,,,,"Tue, 08/17/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/yemenusa-inc-615141-07222021,YemenUSA Inc.
2483,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/1st-phorm-llc-613715-07292021,08/17/2021,07/29/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/1st-phorm-llc-613715-07292021"">1st Phorm LLC</a>",,,,Office of Human and Animal Food West Division II,Warning Letter,Office of Human and Animal Food West Division II,,Missouri,Drugs,Unapproved New Drugs/Misbranded ,,Drugs,2021,Warning Letter,,,,"Tue, 08/17/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/1st-phorm-llc-613715-07292021,1st Phorm LLC
2484,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/productos-bredy-usa-llc-614241-08032021,08/17/2021,08/03/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/productos-bredy-usa-llc-614241-08032021"">Productos Bredy USA LLC</a>",,,,Division of Southwest Imports,Warning Letter,Division of Southwest Imports,,Texas,Food &amp; Beverages,Foreign Supplier Verification Program (FSVP),,Food &amp; Beverages,2021,Warning Letter,,,,"Tue, 08/17/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/productos-bredy-usa-llc-614241-08032021,Productos Bredy USA LLC
2485,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maitland-labs-central-florida-610102-08062021,08/17/2021,08/06/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maitland-labs-central-florida-610102-08062021"">Maitland Labs of Central Florida</a>",,,,"Office of Pharmaceutical Quality Operations, Division II",Warning Letter,"Office of Pharmaceutical Quality Operations, Division II",,Florida,Drugs,Compounding Pharmacy/Adulterated Drug Products,,Drugs,2021,Warning Letter,,,,"Tue, 08/17/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maitland-labs-central-florida-610102-08062021,Maitland Labs of Central Florida
2486,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tropicosmeticos-sa-de-cv-609041-08102021,08/17/2021,08/10/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tropicosmeticos-sa-de-cv-609041-08102021"">Tropicosmeticos SA de CV</a>",,,,Center for Drug Evaluation and Research,Warning Letter,Center for Drug Evaluation and Research,,Estado de México,Drugs,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,Drugs,2021,Warning Letter,,,,"Tue, 08/17/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tropicosmeticos-sa-de-cv-609041-08102021,Tropicosmeticos SA de CV
2487,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/utah-cord-bank-llc-dba-utah-cell-bank-614013-08102021,08/17/2021,08/10/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/utah-cord-bank-llc-dba-utah-cell-bank-614013-08102021"">Utah Cord Bank LLC dba Utah Cell Bank</a>",,,,Office of Biological Products Operations - Division 2,Warning Letter,Office of Biological Products Operations - Division 2,,Utah,Biologics,"Deviations/CFR/Regulations for Human Cells, Tissues &amp; Cellular Products (HCT/Ps)",,Biologics,2021,Warning Letter,,,,"Tue, 08/17/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/utah-cord-bank-llc-dba-utah-cell-bank-614013-08102021,Utah Cord Bank LLC dba Utah Cell Bank
2488,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/madtown-vapor-llc-615960-08132021,08/17/2021,08/13/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/madtown-vapor-llc-615960-08132021"">MadTown Vapor LLC</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Nevada,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Tue, 08/17/2021 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/madtown-vapor-llc-615960-08132021,MadTown Vapor LLC
2489,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/midwestern-pet-food-613845-08092021,08/17/2021,08/09/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/midwestern-pet-food-613845-08092021"">Midwestern Pet Food</a>",,,,Center for Veterinary Medicine,Warning Letter,Center for Veterinary Medicine,,Indiana,Animal &amp; Veterinary,"CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated<br />
",,Animal &amp; Veterinary,2021,Warning Letter,,,,"Tue, 08/17/2021 - 13:31",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/midwestern-pet-food-613845-08092021,Midwestern Pet Food
2490,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/old-pueblo-vapor-llc-616760-08172021,08/17/2021,08/17/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/old-pueblo-vapor-llc-616760-08172021"">Old Pueblo Vapor LLC</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Arizona,Tobacco,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
",,Tobacco,2021,Warning Letter,,,,"Tue, 08/17/2021 - 15:01",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/old-pueblo-vapor-llc-616760-08172021,Old Pueblo Vapor LLC
2491,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/broken-coil-616616-08172021,08/17/2021,08/17/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/broken-coil-616616-08172021"">Broken Coil</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Oklahoma,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Wed, 08/18/2021 - 12:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/broken-coil-616616-08172021,Broken Coil
2492,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/escape-vape-lounge-616642-08172021,08/17/2021,08/17/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/escape-vape-lounge-616642-08172021"">Escape Vape Lounge</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Oklahoma,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Tue, 08/17/2021 - 15:01",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/escape-vape-lounge-616642-08172021,Escape Vape Lounge
2493,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tsvl-llc-dba-times-square-vape-lab-616758-08172021,08/17/2021,08/17/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tsvl-llc-dba-times-square-vape-lab-616758-08172021"">T.S.V.L. LLC d/b/a Times Square Vape Lab</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Texas,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Tue, 08/17/2021 - 15:01",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tsvl-llc-dba-times-square-vape-lab-616758-08172021,T.S.V.L. LLC d/b/a Times Square Vape Lab
2494,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/e-vaped-co-616677-08192021,08/19/2021,08/19/2021,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/e-vaped-co-616677-08192021"">E-Vaped Co</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Nebraska,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2021,Warning Letter,,,,"Thu, 08/19/2021 - 15:40",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/e-vaped-co-616677-08192021,E-Vaped Co
